"","Date_time","Mean Temperature","Year","Season","Hatchery Summer Steelhead","Wild Summer Steelhead","Summer Steelhead RM","Summer Steelhead LM","Hatchery Spring Chinook","Wild Spring Chinook","Spring Chinook RM","Spring Chinook LM","No Mark Sockeye","Sockeye RM","Sockeye LM","Fall Chinook","Bull Trout","Rainbow Trout","Total","Month"
"622",2018-02-19,7,2018,"Winter",15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,27,"February"
"623",2018-02-22,6.9,2018,"Winter",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,21,"February"
"624",2018-02-26,6.7,2018,"Winter",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,17,"February"
"625",2018-02-28,6.8,2018,"Winter",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,"February"
"626",2018-03-02,6.9,2018,"Winter",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,26,"March"
"627",2018-03-05,6.9,2018,"Winter",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,27,"March"
"628",2018-03-07,6.8,2018,"Winter",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,17,"March"
"629",2018-03-09,7.1,2018,"Winter",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,17,"March"
"630",2018-03-12,7.2,2018,"Winter",23,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,43,"March"
"631",2018-03-14,7.3,2018,"Winter",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,18,"March"
"632",2018-03-16,7.4,2018,"Winter",3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,22,"March"
"633",2018-03-19,8.1,2018,"Winter",8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,20,"March"
"634",2018-03-23,8.3,2018,"Spring",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,43,"March"
"635",2018-03-26,8.3,2018,"Spring",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,13,"March"
"636",2018-03-28,8.6,2018,"Spring",6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,9,"March"
"637",2018-03-30,8.6,2018,"Spring",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,11,"March"
"638",2018-04-02,8.7,2018,"Spring",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,17,"April"
"639",2018-04-04,8.6,2018,"Spring",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,"April"
"640",2018-04-06,8.9,2018,"Spring",3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,10,"April"
"641",2018-04-09,9.5,2018,"Spring",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10,"April"
"642",2018-04-11,9.7,2018,"Spring",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,21,"April"
"643",2018-04-13,9.3,2018,"Spring",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,"April"
"644",2018-04-16,9.6,2018,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,"April"
"645",2018-04-18,9.7,2018,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"April"
"646",2018-04-23,10,2018,"Spring",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,"April"
"647",2018-04-27,10.1,2018,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"April"
"648",2018-05-08,11.6,2018,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,"May"
"649",2018-05-09,11.8,2018,"Spring",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,"May"
"650",2018-05-11,12.1,2018,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,"May"
"651",2018-05-14,12.2,2018,"Spring",NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,3,16,"May"
"652",2018-05-16,12.4,2018,"Spring",NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,1,3,15,"May"
"653",2018-05-18,13.1,2018,"Spring",NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,1,3,30,"May"
"654",2018-05-21,13.1,2018,"Spring",NA,NA,NA,NA,90,1,NA,NA,NA,NA,NA,NA,NA,4,95,"May"
"655",2018-05-23,12.9,2018,"Spring",NA,NA,NA,NA,69,2,NA,NA,NA,NA,NA,NA,NA,3,74,"May"
"656",2018-05-25,13,2018,"Spring",NA,NA,NA,NA,59,3,NA,2,NA,NA,NA,NA,NA,4,68,"May"
"657",2018-05-28,13,2018,"Spring",NA,NA,NA,NA,36,1,NA,NA,NA,NA,NA,NA,NA,6,43,"May"
"658",2018-05-29,12.9,2018,"Spring",NA,NA,NA,NA,41,2,NA,NA,NA,NA,NA,NA,1,5,49,"May"
"659",2018-05-30,13.2,2018,"Spring",NA,NA,NA,NA,37,2,NA,NA,NA,NA,NA,NA,NA,4,43,"May"
"660",2018-06-01,12.8,2018,"Spring",NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,2,49,"June"
"661",2018-06-04,12.5,2018,"Spring",NA,NA,NA,NA,68,3,NA,NA,NA,NA,NA,NA,1,3,75,"June"
"662",2018-06-06,13,2018,"Spring",NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,3,21,"June"
"663",2018-06-08,13,2018,"Spring",NA,NA,NA,NA,69,1,NA,NA,NA,NA,NA,NA,1,4,75,"June"
"664",2018-06-11,13.3,2018,"Spring",NA,NA,NA,NA,38,2,NA,1,NA,NA,NA,NA,1,8,50,"June"
"665",2018-06-12,13.4,2018,"Spring",NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,3,12,"June"
"666",2018-06-15,13.1,2018,"Spring",NA,NA,NA,NA,59,1,NA,1,NA,NA,NA,NA,1,5,67,"June"
"667",2018-06-18,13,2018,"Spring",NA,NA,NA,NA,39,3,1,NA,NA,NA,NA,NA,1,32,76,"June"
"668",2018-06-21,13.3,2018,"Summer",NA,NA,NA,NA,36,2,NA,NA,NA,NA,NA,NA,NA,7,45,"June"
"669",2018-06-22,13.3,2018,"Summer",NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,1,17,"June"
"670",2018-06-25,13.4,2018,"Summer",NA,NA,NA,NA,21,1,NA,NA,NA,NA,NA,NA,2,3,27,"June"
"671",2018-06-27,13.8,2018,"Summer",NA,NA,NA,NA,24,2,NA,NA,NA,NA,NA,NA,NA,NA,26,"June"
"672",2018-06-29,13.7,2018,"Summer",NA,NA,NA,NA,18,1,NA,NA,NA,NA,NA,NA,NA,1,20,"June"
"673",2018-07-02,13.8,2018,"Summer",NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,1,18,40,"July"
"674",2018-07-05,13.6,2018,"Summer",NA,NA,NA,NA,14,2,NA,NA,NA,NA,NA,NA,1,27,44,"July"
"675",2018-07-06,13.7,2018,"Summer",NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,13,18,"July"
"676",2018-07-09,14,2018,"Summer",NA,NA,NA,NA,12,2,NA,NA,NA,NA,NA,NA,2,9,25,"July"
"677",2018-07-11,14.2,2018,"Summer",NA,NA,NA,NA,12,1,NA,NA,NA,NA,NA,NA,NA,8,21,"July"
"678",2018-07-13,14.1,2018,"Summer",NA,NA,NA,NA,6,NA,NA,NA,NA,1,NA,NA,1,5,13,"July"
"679",2018-07-16,14.6,2018,"Summer",NA,NA,NA,NA,9,NA,NA,NA,NA,1,NA,NA,3,11,24,"July"
"680",2018-07-18,14.7,2018,"Summer",NA,NA,NA,NA,4,1,NA,NA,NA,1,NA,NA,NA,15,21,"July"
"681",2018-07-20,14.7,2018,"Summer",NA,NA,NA,NA,6,NA,NA,NA,NA,1,NA,NA,2,2,11,"July"
"682",2018-07-23,14.4,2018,"Summer",1,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,1,5,13,"July"
"683",2018-07-25,14.2,2018,"Summer",NA,NA,NA,NA,3,NA,NA,NA,NA,1,NA,NA,4,2,10,"July"
"684",2018-07-27,14.1,2018,"Summer",NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,1,2,9,"July"
"685",2018-07-30,14.2,2018,"Summer",NA,NA,NA,NA,5,1,NA,NA,NA,4,NA,NA,NA,1,NA,"July"
"686",2018-08-01,14,2018,"Summer",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,1,2,7,"August"
"687",2018-08-03,14,2018,"Summer",NA,NA,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA,5,"August"
"688",2018-08-06,14,2018,"Summer",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,2,5,11,"August"
"689",2018-08-08,13.5,2018,"Summer",NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,4,"August"
"690",2018-08-13,14,2018,"Summer",NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,3,7,"August"
"691",2018-08-16,14,2018,"Summer",NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,2,6,"August"
"692",2018-08-20,13.8,2018,"Summer",NA,NA,NA,NA,1,NA,NA,NA,3,3,NA,NA,1,NA,8,"August"
"693",2018-08-22,13.2,2018,"Summer",NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,1,2,7,"August"
"694",2018-08-24,12.9,2018,"Summer",NA,NA,NA,NA,2,NA,NA,NA,1,1,NA,NA,1,NA,5,"August"
"695",2018-08-27,12.8,2018,"Summer",NA,1,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,4,"August"
"696",2018-08-29,12.8,2018,"Summer",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,3,5,"August"
"697",2018-08-31,12.8,2018,"Summer",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,"August"
"698",2018-09-05,12.7,2018,"Summer",2,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,6,"September"
"699",2018-09-07,12.7,2018,"Summer",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,2,"September"
"700",2018-09-10,12.5,2018,"Summer",3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,6,"September"
"701",2018-09-17,12.4,2018,"Summer",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,3,"September"
"702",2018-09-19,12.5,2018,"Summer",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"September"
"703",2018-09-21,12.6,2018,"Summer",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"September"
"704",2018-09-24,12.5,2018,"Fall",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8,"September"
"705",2018-09-26,12.5,2018,"Fall",7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,11,"September"
"706",2018-09-28,12.6,2018,"Fall",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,"September"
"707",2018-10-01,12.5,2018,"Fall",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"October"
"708",2018-10-04,12.4,2018,"Fall",4,1,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,3,11,"October"
"709",2018-10-08,12.4,2018,"Fall",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"October"
"710",2018-10-10,12.2,2018,"Fall",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,"October"
"711",2018-10-12,12.1,2018,"Fall",14,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,23,"October"
"712",2018-10-15,11.9,2018,"Fall",9,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,15,"October"
"713",2018-10-17,11.7,2018,"Fall",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,25,"October"
"714",2018-10-19,11.6,2018,"Fall",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,18,"October"
"715",2018-10-22,11.4,2018,"Fall",20,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,4,27,"October"
"716",2018-10-24,11.4,2018,"Fall",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,7,17,"October"
"717",2018-10-26,11.4,2018,"Fall",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,16,"October"
"718",2018-10-29,11.3,2018,"Fall",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,22,"October"
"719",2018-10-31,11.3,2018,"Fall",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,14,50,"October"
"720",2018-11-02,11.4,2018,"Fall",30,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,20,96,"November"
"721",2018-11-05,11.4,2018,"Fall",47,2,1,4,NA,NA,NA,NA,NA,NA,NA,61,NA,33,148,"November"
"722",2018-11-07,11.2,2018,"Fall",27,NA,1,1,NA,NA,NA,NA,NA,NA,NA,19,NA,22,70,"November"
"723",2018-11-09,10.9,2018,"Fall",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,6,16,"November"
"724",2018-11-12,10.4,2018,"Fall",35,2,NA,1,NA,NA,NA,NA,NA,NA,NA,41,NA,39,118,"November"
"725",2018-11-14,10.3,2018,"Fall",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,1,28,56,"November"
"726",2018-11-16,10.2,2018,"Fall",23,2,NA,1,NA,NA,NA,NA,NA,NA,NA,67,NA,19,112,"November"
"727",2018-11-19,9.8,2018,"Fall",11,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,17,93,"November"
"728",2018-11-21,9.6,2018,"Fall",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,1,12,63,"November"
"729",2018-11-23,9.5,2018,"Fall",26,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,26,1,6,60,"November"
"730",2018-11-26,9.3,2018,"Fall",22,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,9,56,"November"
"731",2018-11-28,9.3,2018,"Fall",18,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,20,NA,8,47,"November"
"732",2018-11-30,9.3,2018,"Fall",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,1,19,73,"November"
"733",2018-12-03,9.1,2018,"Fall",38,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,1,34,96,"December"
"734",2018-12-05,8.8,2018,"Fall",27,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,1,14,57,"December"
"735",2018-12-07,8.6,2018,"Fall",20,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,14,1,18,54,"December"
"736",2018-12-10,8.4,2018,"Fall",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,14,59,"December"
"737",2018-12-12,8.3,2018,"Fall",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,15,42,"December"
"738",2018-12-14,8,2018,"Fall",21,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,9,41,"December"
"739",2018-12-17,8.2,2018,"Fall",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,28,74,"December"
"740",2018-12-19,8.3,2018,"Fall",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,33,75,"December"
"741",2018-12-21,8.2,2018,"Winter",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,22,61,"December"
"742",2018-12-24,8.1,2018,"Winter",41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,39,83,"December"
"743",2018-12-26,7.9,2018,"Winter",41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,20,63,"December"
"744",2018-12-28,7.8,2018,"Winter",41,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,NA,24,71,"December"
"745",2018-12-31,7.7,2018,"Winter",19,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,13,34,"December"
"746",2019-01-04,7.5,2019,"Winter",21,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,11,34,"January"
"747",2019-01-07,7.4,2019,"Winter",23,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,12,37,"January"
"748",2019-01-09,7.4,2019,"Winter",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,41,"January"
"749",2019-01-11,7.3,2019,"Winter",10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,36,"January"
"750",2019-01-14,7.1,2019,"Winter",12,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,20,"January"
"751",2019-01-16,7.1,2019,"Winter",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,23,"January"
"752",2019-01-18,7.1,2019,"Winter",24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,9,36,"January"
"753",2019-01-21,7.1,2019,"Winter",37,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,64,"January"
"754",2019-01-23,7.4,2019,"Winter",26,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,35,"January"
"755",2019-01-25,7.2,2019,"Winter",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,56,"January"
"756",2019-01-28,7.1,2019,"Winter",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,36,"January"
"757",2019-01-30,7,2019,"Winter",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,21,"January"
"758",2019-02-01,6.9,2019,"Winter",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,35,"February"
"759",2019-02-04,6.9,2019,"Winter",46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,65,"February"
"760",2019-02-06,6.9,2019,"Winter",32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,42,"February"
"761",2019-02-08,6.8,2019,"Winter",20,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,34,"February"
"762",2019-02-11,6.6,2019,"Winter",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,15,"February"
"763",2019-02-13,6.7,2019,"Winter",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,28,"February"
"764",2019-02-15,6.6,2019,"Winter",19,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,32,"February"
"765",2019-02-18,6.8,2019,"Winter",47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,71,"February"
"766",2019-02-20,6.9,2019,"Winter",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,26,"February"
"767",2019-02-22,6.7,2019,"Winter",19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,34,"February"
"768",2019-02-28,6.1,2019,"Winter",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,49,"February"
"769",2019-03-02,5.9,2019,"Winter",5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,35,"March"
"770",2019-03-04,6,2019,"Winter",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,18,"March"
"771",2019-03-04,6,2019,"Winter",7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,33,"March"
"772",2019-03-06,6,2019,"Winter",8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,"March"
"773",2019-03-06,6,2019,"Winter",5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,24,"March"
"774",2019-03-08,6.1,2019,"Winter",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,16,"March"
"775",2019-03-09,6.2,2019,"Winter",9,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,56,"March"
"776",2019-03-11,6.5,2019,"Winter",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,13,"March"
"777",2019-03-11,6.5,2019,"Winter",5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,26,"March"
"778",2019-03-13,6.6,2019,"Winter",7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,20,"March"
"779",2019-03-14,6.5,2019,"Winter",25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,40,"March"
"780",2019-03-16,6.9,2019,"Winter",6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,25,"March"
"781",2019-03-18,7.2,2019,"Winter",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,"March"
"782",2019-03-18,7.2,2019,"Winter",29,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,82,"March"
"783",2019-03-20,7.1,2019,"Spring",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,"March"
"784",2019-03-21,7.3,2019,"Spring",22,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,67,"March"
"785",2019-03-23,7.7,2019,"Spring",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,26,"March"
"786",2019-03-25,8,2019,"Spring",21,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,85,"March"
"787",2019-03-27,8,2019,"Spring",2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,29,40,"March"
"788",2019-03-29,8.3,2019,"Spring",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,25,"March"
"789",2019-03-30,8.3,2019,"Spring",5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,32,42,"March"
"790",2019-04-01,8.5,2019,"Spring",6,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,41,"April"
"791",2019-04-03,8.7,2019,"Spring",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,15,"April"
"792",2019-04-05,9,2019,"Spring",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,9,"April"
"793",2019-04-08,9.3,2019,"Spring",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,21,"April"
"794",2019-04-10,8.2,2019,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,"April"
"795",2019-04-12,8.4,2019,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,"April"
"796",2019-04-15,8.7,2019,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,"April"
"797",2019-04-19,9.5,2019,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,18,"April"
"798",2019-04-22,9.7,2019,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,"April"
"799",2019-04-26,10.7,2019,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,"April"
"800",2019-04-29,10.7,2019,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,"April"
"801",2019-05-03,11.1,2019,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,"May"
"802",2019-05-06,11.2,2019,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,"May"
"803",2019-05-10,11.8,2019,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,"May"
"804",2019-05-13,12.5,2019,"Spring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,"May"
"805",2019-05-15,12.7,2019,"Spring",NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,18,23,"May"
"806",2019-05-17,12.6,2019,"Spring",NA,NA,NA,NA,12,NA,9,2,NA,NA,NA,NA,2,6,31,"May"
"807",2019-05-20,12.3,2019,"Spring",NA,NA,NA,NA,18,1,5,4,NA,NA,NA,NA,NA,3,31,"May"
"808",2019-05-22,12.1,2019,"Spring",NA,NA,NA,NA,25,NA,1,4,NA,NA,NA,NA,1,4,35,"May"
"809",2019-05-24,12,2019,"Spring",NA,NA,NA,NA,12,NA,2,NA,NA,NA,NA,NA,NA,8,22,"May"
"810",2019-05-27,12.1,2019,"Spring",NA,NA,NA,NA,20,NA,1,NA,NA,NA,NA,NA,1,16,38,"May"
"811",2019-05-29,12.4,2019,"Spring",NA,NA,NA,NA,17,NA,3,NA,NA,NA,NA,NA,NA,NA,20,"May"
"812",2019-05-31,12.3,2019,"Spring",NA,NA,NA,NA,23,1,1,1,NA,NA,NA,NA,NA,10,36,"May"
"813",2019-06-03,11.6,2019,"Spring",NA,NA,NA,NA,28,2,3,1,NA,NA,NA,NA,1,6,41,"June"
"814",2019-06-06,12.6,2019,"Spring",NA,NA,NA,NA,25,NA,1,2,NA,NA,NA,NA,1,3,32,"June"
"815",2019-06-07,12.8,2019,"Spring",NA,NA,NA,NA,6,1,1,NA,NA,NA,NA,NA,NA,6,14,"June"
"816",2019-06-10,13.4,2019,"Spring",NA,NA,NA,NA,39,NA,1,1,NA,NA,NA,NA,2,8,51,"June"
"817",2019-06-12,13.2,2019,"Spring",NA,NA,NA,NA,18,1,1,NA,NA,NA,NA,NA,1,3,24,"June"
"818",2019-06-14,13.4,2019,"Spring",NA,NA,NA,NA,15,1,1,NA,NA,NA,NA,NA,NA,12,29,"June"
"819",2019-06-17,13.9,2019,"Spring",NA,NA,NA,NA,22,NA,1,NA,NA,NA,NA,NA,1,7,31,"June"
"820",2019-06-19,14,2019,"Spring",NA,NA,NA,NA,15,1,1,NA,NA,NA,NA,NA,1,5,23,"June"
"821",2019-06-21,14.2,2019,"Summer",NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,1,18,"June"
"822",2019-06-25,14.2,2019,"Summer",NA,NA,NA,NA,23,2,NA,NA,NA,NA,NA,NA,2,16,43,"June"
"823",2019-06-28,13.7,2019,"Summer",NA,NA,NA,NA,14,1,NA,NA,NA,NA,NA,NA,1,10,26,"June"
"824",2019-07-02,13.5,2019,"Summer",NA,NA,NA,NA,14,1,NA,NA,NA,NA,NA,NA,3,7,25,"July"
"825",2019-07-05,13.1,2019,"Summer",NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,7,16,"July"
"826",2019-07-08,13,2019,"Summer",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,"July"
"827",2019-07-10,13,2019,"Summer",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"July"
"828",2019-07-12,13.1,2019,"Summer",NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,8,12,"July"
