Organization ID,Activity ID,Monitoring Location ID,Monitoring Location Name,Monitoring Location State,Monitoring Location Latitude,Monitoring Location Longitude,Monitoring Location Type,Activity Type,Activity Start Date,Activity Start Time,Project ID1,Project ID2,Project ID3,Activity Conducting Organization1,Relative Depth,Depth/Height,Depth/Height Unit,Top Depth/Height,Top Depth/Height Unit,Bottom Depth/Height,Bottom Depth/Height Measure Unit,Activity Media,Activity Comment,Sample Collection Method ID,Sample Collection Method Context,Sample Collection Method Name,Data Logger Line,Result Status,CAS #,Characteristic Name,Method Speciation,Sample Fraction,Result Value Type,Result Value,Result Unit,Laboratory Comment Code,Result Qualifier,Detection Condition,Detection Limit Type1,Detection Limit Value1,Detection Limit Unit1,Detection Limit Type2,Detection Limit Value2,Detection Limit Unit2,Result Comment,Precision,Bias,Confidence Interval,Upper Confidence Limit,Lower Confidence Limit,Substance Dilution Factor1,Analytical Method ID,Analytical Method Context,Analytical Method Name,Laboratory Name,Analysis Start Date
OREGONDEQ,20081158-3-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,10-27-2008,10:37:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,pH,,,Actual,8.1,None,,DQL=A,,,,,,,,NULL,,,,,,,150.1,USEPA,pH,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20081158-3-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,10-27-2008,10:37:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,68583-22-2,Escherichia coli,,,Actual,5,MPN/100ml,FQC,DQL=B,,Method Detection Level,1,MPN/100ml,Minimum Reporting Level,1,MPN/100ml,NULL,,,,,,,9223-B,APHA,9223 B ~ Enzyme substrate assay for measuring total coliforms and E. coli (ONPG-MUG test or CPRG-MUG test),Oregon Public Health Laboratory,
OREGONDEQ,20081169-5-AMB,11386-ORDEQ,John Day River at Hwy 206,Oregon,45.47702986,-120.4695298,River/Stream,Sample-Routine,10-30-2008,3:18:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,68583-22-2,Escherichia coli,,,Actual,2,MPN/100ml,,DQL=A,,Method Detection Level,1,MPN/100ml,Minimum Reporting Level,1,MPN/100ml,NULL,,,,,,,9223-B,APHA,9223 B ~ Enzyme substrate assay for measuring total coliforms and E. coli (ONPG-MUG test or CPRG-MUG test),Oregon Public Health Laboratory,
OREGONDEQ,20081169-5-FM-AMB,11386-ORDEQ,John Day River at Hwy 206,Oregon,45.47702986,-120.4695298,River/Stream,Field Msr/Obs,10-30-2008,3:18:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,pH,,,Actual,8.6,None,,DQL=A,,,,,,,,NULL,,,,,,,150.1,USEPA,pH,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20081169-5-AMB,11386-ORDEQ,John Day River at Hwy 206,Oregon,45.47702986,-120.4695298,River/Stream,Sample-Routine,10-30-2008,3:18:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,"Biochemical oxygen demand, non-standard conditions",,,Actual,1.1,mg/l,,DQL=A,,Method Detection Level,0.1,mg/l,Minimum Reporting Level,0.1,mg/l,NULL,,,,,,,5210-B,APHA,5210 B ~ 5-Day Biochemical Oxygen Demand,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20081169-5-AMB,11386-ORDEQ,John Day River at Hwy 206,Oregon,45.47702986,-120.4695298,River/Stream,Sample-Routine,10-30-2008,3:18:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,7664-41-7,Ammonia,as N,Total,Actual,ND,mg/l,,DQL=A,,Method Detection Level,0.01,mg/l,Minimum Reporting Level,0.02,mg/l,NULL,,,,,,,4500-NH3 H,APHA,4500 NH3 H ~ Ammonia by Flow Injection Analysis,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20081169-5-FM-AMB,11386-ORDEQ,John Day River at Hwy 206,Oregon,45.47702986,-120.4695298,River/Stream,Field Msr/Obs,10-30-2008,3:18:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Dissolved oxygen saturation,,,Actual,105,%,,DQL=A,,Method Detection Level,1,%,Minimum Reporting Level,1,%,NULL,,,,,,,MOM grab,OREGONDEQ,Field methods for DEQ Water sampling,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20081169-5-AMB,11386-ORDEQ,John Day River at Hwy 206,Oregon,45.47702986,-120.4695298,River/Stream,Sample-Routine,10-30-2008,3:18:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Nitrate + Nitrite,as N,"Filtered, lab",Actual,ND,mg/l,,DQL=A,,Method Detection Level,0.0019,mg/l,Minimum Reporting Level,0.005,mg/l,NULL,,,,,,,4500-NO3(F),APHA,4500 NO3 F  ~ Nitrate in Water- Automated Cadmium Reduction,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20081169-5-AMB,11386-ORDEQ,John Day River at Hwy 206,Oregon,45.47702986,-120.4695298,River/Stream,Sample-Routine,10-30-2008,3:18:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Total solids,,,Actual,170,mg/l,,DQL=A,,Minimum Reporting Level,10,mg/l,,,,NULL,,,,,,,2540-B,APHA,2540 B ~ Total Solids Dried 103-105C in Water,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20081169-5-FM-AMB,11386-ORDEQ,John Day River at Hwy 206,Oregon,45.47702986,-120.4695298,River/Stream,Field Msr/Obs,10-30-2008,3:18:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Dissolved oxygen (DO),,,Actual,11.6,mg/l,,DQL=A,,Method Detection Level,1,mg/l,Minimum Reporting Level,1,mg/l,NULL,,,,,,,4500-O-G,APHA,4500 O G ~ Total Dissolved Oxygen by Membrane Electrode Method,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20081169-5-FM-AMB,11386-ORDEQ,John Day River at Hwy 206,Oregon,45.47702986,-120.4695298,River/Stream,Field Msr/Obs,10-30-2008,3:18:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,"Temperature, water",,,Actual,10,deg C,,DQL=A,,,,,,,,NULL,,,,,,,170.1,USEPA,Temperature,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20081286-3-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,12-08-2008,10:36:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,"Temperature, water",,,Actual,7.9,deg C,,DQL=A,,,,,,,,NULL,,,,,,,170.1,USEPA,Temperature,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20081286-3-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,12-08-2008,10:36:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Dissolved oxygen (DO),,,Actual,12,mg/l,,DQL=A,,Method Detection Level,1,mg/l,Minimum Reporting Level,1,mg/l,NULL,,,,,,,4500-O-G,APHA,4500 O G ~ Total Dissolved Oxygen by Membrane Electrode Method,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20081286-3-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,12-08-2008,10:36:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Total solids,,,Actual,99,mg/l,,DQL=A,,Minimum Reporting Level,10,mg/l,,,,NULL,,,,,,,2540-B,APHA,2540 B ~ Total Solids Dried 103-105C in Water,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20081286-3-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,12-08-2008,10:36:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Nitrate + Nitrite,as N,"Filtered, lab",Actual,0.157,mg/l,FQC,DQL=B,,Method Detection Level,0.0019,mg/l,Minimum Reporting Level,0.005,mg/l,NULL,,,,,,,4500-NO3(F),APHA,4500 NO3 F  ~ Nitrate in Water- Automated Cadmium Reduction,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20081286-3-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,12-08-2008,10:36:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Dissolved oxygen saturation,,,Actual,101,%,,DQL=A,,Method Detection Level,1,%,Minimum Reporting Level,1,%,NULL,,,,,,,MOM grab,OREGONDEQ,Field methods for DEQ Water sampling,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20081286-3-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,12-08-2008,10:36:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,"Biochemical oxygen demand, non-standard conditions",,,Actual,1.6,mg/l,,DQL=A,,Method Detection Level,0.1,mg/l,Minimum Reporting Level,0.1,mg/l,NULL,,,,,,,5210-B,APHA,5210 B ~ 5-Day Biochemical Oxygen Demand,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20081286-3-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,12-08-2008,10:36:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,7664-41-7,Ammonia,as N,Total,Actual,ND,mg/l,,DQL=A,,Method Detection Level,0.01,mg/l,Minimum Reporting Level,0.02,mg/l,NULL,,,,,,,4500-NH3 H,APHA,4500 NH3 H ~ Ammonia by Flow Injection Analysis,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20081286-3-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,12-08-2008,10:36:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,pH,,,Actual,8.3,None,,DQL=A,,,,,,,,NULL,,,,,,,150.1,USEPA,pH,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20081286-3-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,12-08-2008,10:36:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,68583-22-2,Escherichia coli,,,Actual,2,MPN/100ml,FQC,DQL=B,,Method Detection Level,1,MPN/100ml,Minimum Reporting Level,1,MPN/100ml,NULL,,,,,,,9223-B,APHA,9223 B ~ Enzyme substrate assay for measuring total coliforms and E. coli (ONPG-MUG test or CPRG-MUG test),Oregon Public Health Laboratory,
OREGONDEQ,20081296-5-AMB,11386-ORDEQ,John Day River at Hwy 206,Oregon,45.47702986,-120.4695298,River/Stream,Sample-Routine,12-11-2008,11:36:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,68583-22-2,Escherichia coli,,,Actual,2,MPN/100ml,,DQL=A,,Method Detection Level,1,MPN/100ml,Minimum Reporting Level,1,MPN/100ml,NULL,,,,,,,9223-B,APHA,9223 B ~ Enzyme substrate assay for measuring total coliforms and E. coli (ONPG-MUG test or CPRG-MUG test),Oregon Public Health Laboratory,
OREGONDEQ,20081296-5-FM-AMB,11386-ORDEQ,John Day River at Hwy 206,Oregon,45.47702986,-120.4695298,River/Stream,Field Msr/Obs,12-11-2008,11:36:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,pH,,,Actual,8.4,None,,DQL=A,,,,,,,,NULL,,,,,,,150.1,USEPA,pH,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20081296-5-AMB,11386-ORDEQ,John Day River at Hwy 206,Oregon,45.47702986,-120.4695298,River/Stream,Sample-Routine,12-11-2008,11:36:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,7664-41-7,Ammonia,as N,Total,Actual,ND,mg/l,,DQL=A,,Method Detection Level,0.01,mg/l,Minimum Reporting Level,0.02,mg/l,NULL,,,,,,,4500-NH3 H,APHA,4500 NH3 H ~ Ammonia by Flow Injection Analysis,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20081296-5-AMB,11386-ORDEQ,John Day River at Hwy 206,Oregon,45.47702986,-120.4695298,River/Stream,Sample-Routine,12-11-2008,11:36:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,"Biochemical oxygen demand, non-standard conditions",,,Actual,2.6,mg/l,,DQL=A,,Method Detection Level,0.1,mg/l,Minimum Reporting Level,0.1,mg/l,NULL,,,,,,,5210-B,APHA,5210 B ~ 5-Day Biochemical Oxygen Demand,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20081296-5-FM-AMB,11386-ORDEQ,John Day River at Hwy 206,Oregon,45.47702986,-120.4695298,River/Stream,Field Msr/Obs,12-11-2008,11:36:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Dissolved oxygen saturation,,,Actual,106,%,,DQL=A,,Method Detection Level,1,%,Minimum Reporting Level,1,%,NULL,,,,,,,MOM grab,OREGONDEQ,Field methods for DEQ Water sampling,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20081296-5-AMB,11386-ORDEQ,John Day River at Hwy 206,Oregon,45.47702986,-120.4695298,River/Stream,Sample-Routine,12-11-2008,11:36:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Nitrate + Nitrite,as N,"Filtered, lab",Actual,ND,mg/l,,DQL=A,,Method Detection Level,0.0019,mg/l,Minimum Reporting Level,0.005,mg/l,NULL,,,,,,,4500-NO3(F),APHA,4500 NO3 F  ~ Nitrate in Water- Automated Cadmium Reduction,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20081296-5-AMB,11386-ORDEQ,John Day River at Hwy 206,Oregon,45.47702986,-120.4695298,River/Stream,Sample-Routine,12-11-2008,11:36:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Total solids,,,Actual,150,mg/l,,DQL=A,,Minimum Reporting Level,10,mg/l,,,,NULL,,,,,,,2540-B,APHA,2540 B ~ Total Solids Dried 103-105C in Water,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20081296-5-FM-AMB,11386-ORDEQ,John Day River at Hwy 206,Oregon,45.47702986,-120.4695298,River/Stream,Field Msr/Obs,12-11-2008,11:36:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Dissolved oxygen (DO),,,Actual,13.4,mg/l,,DQL=A,,Method Detection Level,1,mg/l,Minimum Reporting Level,1,mg/l,NULL,,,,,,,4500-O-G,APHA,4500 O G ~ Total Dissolved Oxygen by Membrane Electrode Method,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20081296-5-FM-AMB,11386-ORDEQ,John Day River at Hwy 206,Oregon,45.47702986,-120.4695298,River/Stream,Field Msr/Obs,12-11-2008,11:36:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,"Temperature, water",,,Actual,4.7,deg C,,DQL=A,,,,,,,,NULL,,,,,,,170.1,USEPA,Temperature,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20090091-3-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,02-09-2009,9:53:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,"Temperature, water",,,Actual,5.6,deg C,,DQL=A,,,,,,,,NULL,,,,,,,170.1,USEPA,Temperature,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20090091-3-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,02-09-2009,9:53:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Dissolved oxygen (DO),,,Actual,12.5,mg/l,,DQL=A,,Method Detection Level,1,mg/l,Minimum Reporting Level,1,mg/l,NULL,,,,,,,4500-O-G,APHA,4500 O G ~ Total Dissolved Oxygen by Membrane Electrode Method,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20090091-3-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,02-09-2009,9:53:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Total solids,,,Actual,95,mg/l,,DQL=A,,Minimum Reporting Level,10,mg/l,,,,NULL,,,,,,,2540-B,APHA,2540 B ~ Total Solids Dried 103-105C in Water,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20090091-3-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,02-09-2009,9:53:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Nitrate + Nitrite,as N,"Filtered, lab",Actual,0.226,mg/l,,DQL=A,,Method Detection Level,0.0019,mg/l,Minimum Reporting Level,0.005,mg/l,NULL,,,,,,,4500-NO3(F),APHA,4500 NO3 F  ~ Nitrate in Water- Automated Cadmium Reduction,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20090091-3-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,02-09-2009,9:53:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Dissolved oxygen saturation,,,Actual,99,%,,DQL=A,,Method Detection Level,1,%,Minimum Reporting Level,1,%,NULL,,,,,,,MOM grab,OREGONDEQ,Field methods for DEQ Water sampling,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20090091-3-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,02-09-2009,9:53:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,"Biochemical oxygen demand, non-standard conditions",,,Actual,1.8,mg/l,FQC,DQL=B,,Method Detection Level,0.1,mg/l,Minimum Reporting Level,0.1,mg/l,NULL,,,,,,,5210-B,APHA,5210 B ~ 5-Day Biochemical Oxygen Demand,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20090091-3-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,02-09-2009,9:53:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,7664-41-7,Ammonia,as N,Total,Actual,ND,mg/l,,DQL=A,,Method Detection Level,0.01,mg/l,Minimum Reporting Level,0.02,mg/l,NULL,,,,,,,4500-NH3 H,APHA,4500 NH3 H ~ Ammonia by Flow Injection Analysis,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20090091-3-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,02-09-2009,9:53:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,pH,,,Actual,8.3,None,,DQL=A,,,,,,,,NULL,,,,,,,150.1,USEPA,pH,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20090091-3-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,02-09-2009,9:53:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,68583-22-2,Escherichia coli,,,Actual,2,MPN/100ml,FQC,DQL=B,,Method Detection Level,1,MPN/100ml,Minimum Reporting Level,1,MPN/100ml,NULL,,,,,,,9223-B,APHA,9223 B ~ Enzyme substrate assay for measuring total coliforms and E. coli (ONPG-MUG test or CPRG-MUG test),Oregon Public Health Laboratory,
OREGONDEQ,20090104-6-AMB,11386-ORDEQ,John Day River at Hwy 206,Oregon,45.47702986,-120.4695298,River/Stream,Sample-Routine,02-12-2009,12:33:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,68583-22-2,Escherichia coli,,,Actual,2,MPN/100ml,,DQL=A,,Method Detection Level,1,MPN/100ml,Minimum Reporting Level,1,MPN/100ml,NULL,,,,,,,9223-B,APHA,9223 B ~ Enzyme substrate assay for measuring total coliforms and E. coli (ONPG-MUG test or CPRG-MUG test),Oregon Public Health Laboratory,
OREGONDEQ,20090104-6-FM-AMB,11386-ORDEQ,John Day River at Hwy 206,Oregon,45.47702986,-120.4695298,River/Stream,Field Msr/Obs,02-12-2009,12:33:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,pH,,,Actual,8.3,None,,DQL=A,,,,,,,,NULL,,,,,,,150.1,USEPA,pH,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20090104-6-AMB,11386-ORDEQ,John Day River at Hwy 206,Oregon,45.47702986,-120.4695298,River/Stream,Sample-Routine,02-12-2009,12:33:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,7664-41-7,Ammonia,as N,Total,Actual,ND,mg/l,,DQL=A,,Method Detection Level,0.01,mg/l,Minimum Reporting Level,0.02,mg/l,NULL,,,,,,,4500-NH3 H,APHA,4500 NH3 H ~ Ammonia by Flow Injection Analysis,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20090104-6-AMB,11386-ORDEQ,John Day River at Hwy 206,Oregon,45.47702986,-120.4695298,River/Stream,Sample-Routine,02-12-2009,12:33:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,pH,,,Actual,8.2,None,,DQL=A,,,,,,,,NULL,,,,,,,4500-H+B,APHA,"4500 H+B ~ pH in Water by Potentiometry, pH Value in Water by Potentiometry Using a Standard Hydrogen Electrode",DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20090104-6-FM-AMB,11386-ORDEQ,John Day River at Hwy 206,Oregon,45.47702986,-120.4695298,River/Stream,Field Msr/Obs,02-12-2009,12:33:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Dissolved oxygen saturation,,,Actual,89,%,,DQL=A,,Method Detection Level,1,%,Minimum Reporting Level,1,%,NULL,,,,,,,MOM grab,OREGONDEQ,Field methods for DEQ Water sampling,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20090104-6-AMB,11386-ORDEQ,John Day River at Hwy 206,Oregon,45.47702986,-120.4695298,River/Stream,Sample-Routine,02-12-2009,12:33:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Nitrate + Nitrite,as N,"Filtered, lab",Actual,ND,mg/l,,DQL=A,,Method Detection Level,0.0019,mg/l,Minimum Reporting Level,0.005,mg/l,NULL,,,,,,,4500-NO3(F),APHA,4500 NO3 F  ~ Nitrate in Water- Automated Cadmium Reduction,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20090104-6-AMB,11386-ORDEQ,John Day River at Hwy 206,Oregon,45.47702986,-120.4695298,River/Stream,Sample-Routine,02-12-2009,12:33:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Total solids,,,Actual,140,mg/l,,DQL=A,,Minimum Reporting Level,10,mg/l,,,,NULL,,,,,,,2540-B,APHA,2540 B ~ Total Solids Dried 103-105C in Water,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20090104-6-FM-AMB,11386-ORDEQ,John Day River at Hwy 206,Oregon,45.47702986,-120.4695298,River/Stream,Field Msr/Obs,02-12-2009,12:33:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Dissolved oxygen (DO),,,Actual,11.5,mg/l,,DQL=A,,Method Detection Level,1,mg/l,Minimum Reporting Level,1,mg/l,NULL,,,,,,,4500-O-G,APHA,4500 O G ~ Total Dissolved Oxygen by Membrane Electrode Method,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20090104-6-FM-AMB,11386-ORDEQ,John Day River at Hwy 206,Oregon,45.47702986,-120.4695298,River/Stream,Field Msr/Obs,02-12-2009,12:33:00 PM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,"Temperature, water",,,Actual,4,deg C,,DQL=A,,,,,,,,NULL,,,,,,,170.1,USEPA,Temperature,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20090235-3-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,04-06-2009,11:10:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,"Temperature, water",,,Actual,9.8,deg C,,DQL=A,,,,,,,,NULL,,,,,,,170.1,USEPA,Temperature,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20090235-3-FM-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Field Msr/Obs,04-06-2009,11:10:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Dissolved oxygen (DO),,,Actual,11.8,mg/l,,DQL=A,,Method Detection Level,1,mg/l,Minimum Reporting Level,1,mg/l,NULL,,,,,,,4500-O-G,APHA,4500 O G ~ Total Dissolved Oxygen by Membrane Electrode Method,DEQ Laboratory and Environmental Assessment Div.,
OREGONDEQ,20090235-3-AMB,10411-ORDEQ,Deschutes River at Deschutes River Park,Oregon,45.63251478,-120.9125077,River/Stream,Sample-Routine,04-06-2009,11:10:00 AM,Surface Water Ambient,,,,,,,,,,,Water,,Grab,OREGONDEQ,Grab,,Final,,Total solids,,,Actual,94,mg/l,,DQL=A,,Minimum Reporting Level,10,mg/l,,,,NULL,,,,,,,2540-B,APHA,2540 B ~ Total Solids Dried 103-105C in Water,DEQ Laboratory and Environmental Assessment Div.,
